Species,Healthy_Median,Healthy_Distribution,CRC_Median,CRC_Distribution,Test,Test_Statistic,P_Value,Correction_Performed,Corrected_Pvalue,Reject
Thermus_scotoductus,-3.211477340154312,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8430.0,0.00046836717814584326,fdr_bh,0.0013410091837438882,True
Candidatus_Fokinia_solitaria,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8430.0,0.00046836717814584326,fdr_bh,0.0013410091837438882,True
Lactobacillus_sp_D1501,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8430.0,0.00046836717814584326,fdr_bh,0.0013410091837438882,True
Corynebacterium_urealyticum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8430.0,0.00046836717814584326,fdr_bh,0.0013410091837438882,True
Hyphomonas_jannaschiana,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8430.0,0.00046836717814584326,fdr_bh,0.0013410091837438882,True
Bacteroides_pectinophilus,12.519507587461128,Not Normally Distributed,12.12190031769419,Normally Distributed,Mann-Whitney U Test,8429.0,0.0004717109097713487,fdr_bh,0.0013449199943166338,True
Anaerococcus_tetradius,-3.218140623353655,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8429.0,0.0004717109097713487,fdr_bh,0.0013449199943166338,True
Caldicoprobacter_oshimai,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8428.0,0.000475076899557311,fdr_bh,0.0013516832288659895,True
Aeromonas_salmonicida,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8427.0,0.0004784652834680513,fdr_bh,0.0013528332339221409,True
Corynebacterium_simulans,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8427.0,0.0004784652834680513,fdr_bh,0.0013528332339221409,True
Candidatus_Puniceispirillum_marinum,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8427.0,0.0004784652834680513,fdr_bh,0.0013528332339221409,True
Corynebacterium_massiliense,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8425.0,0.0004853097812384252,fdr_bh,0.001355279881897861,True
Lactobacillus_thailandensis,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8425.0,0.0004853097812384252,fdr_bh,0.001355279881897861,True
Proteus_vulgaris,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8426.0,0.0004818761982106531,fdr_bh,0.001355279881897861,True
Enterococcus_dispar,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8425.0,0.0004853097812384252,fdr_bh,0.001355279881897861,True
Lactobacillus_manihotivorans,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8425.0,0.0004853097812384252,fdr_bh,0.001355279881897861,True
Lactobacillus_perolens,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8425.0,0.0004853097812384252,fdr_bh,0.001355279881897861,True
Enterococcus_asini,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8424.0,0.0004887661707543696,fdr_bh,0.001359349677353666,True
Streptococcus_ovis,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8424.0,0.0004887661707543696,fdr_bh,0.001359349677353666,True
Haematospirillum_jordaniae,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8423.0,0.0004922455057146662,fdr_bh,0.0013662324240243796,True
Thiohalospira_halophila,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8422.0,0.0004957479258321702,fdr_bh,0.0013703601201864868,True
Dialister_pneumosintes,-2.9404916174915705,Not Normally Distributed,8.240590013238368,Normally Distributed,Mann-Whitney U Test,4750.0,0.0004957479258321702,fdr_bh,0.0013703601201864868,True
Pseudomonas_sp_FDAARGOS_380,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8421.0,0.0004992735715799143,fdr_bh,0.0013773064043583845,True
Olsenella_umbonata,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8420.0,0.0005028225841946318,fdr_bh,0.0013842888957585006,True
Corynebacterium_matruchotii,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8419.0,0.0005063951056802905,fdr_bh,0.0013913077651014042,True
Serratia_plymuthica,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8417.0,0.0005136112471377342,fdr_bh,0.0014054553241595947,True
Actinomyces_viscosus,-3.1192790774670414,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8417.0,0.0005136112471377342,fdr_bh,0.0014054553241595947,True
Lelliottia_sp_WB101,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8416.0,0.0005172551549855785,fdr_bh,0.0014069340215607734,True
Lactobacillus_hayakitensis,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8416.0,0.0005172551549855785,fdr_bh,0.0014069340215607734,True
Enterobacter_cloacae_complex_sp,-3.0365285971332288,Not Normally Distributed,-3.3768388783081242,Not Normally Distributed,Mann-Whitney U Test,8416.0,0.0005172551549855785,fdr_bh,0.0014069340215607734,True
Anaerococcus_provencensis,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8414.0,0.0005246153704654269,fdr_bh,0.001424105596473015,True
Leuconostoc_pseudomesenteroides,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8413.0,0.0005283319706732034,fdr_bh,0.0014284920081820212,True
Edwardsiella_tarda,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8413.0,0.0005283319706732034,fdr_bh,0.0014284920081820212,True
Hafnia_sp_CBA7124,-3.218692010395868,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8412.0,0.0005320730955614873,fdr_bh,0.0014357527975468706,True
Leptotrichia_sp_oral_taxon_847,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8411.0,0.0005358388934007479,fdr_bh,0.0014401993972826424,True
Corynebacterium_aurimucosum,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8411.0,0.0005358388934007479,fdr_bh,0.0014401993972826424,True
Kingella_oralis,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8410.0,0.0005396295132610291,fdr_bh,0.0014446774370767707,True
Robinsoniella_peoriensis,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8410.0,0.0005396295132610291,fdr_bh,0.0014446774370767707,True
Herbinix_luporum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8409.0,0.0005434451050156102,fdr_bh,0.0014520340723403336,True
Treponema_denticola,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8407.0,0.0005511518077389903,fdr_bh,0.0014668619540607179,True
Pseudobutyrivibrio_ruminis,-3.113394061386254,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8407.0,0.0005511518077389903,fdr_bh,0.0014668619540607179,True
Yersinia_rohdei,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8406.0,0.0005550432225036035,fdr_bh,0.0014743335597751969,True
Enterococcus_durans,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8405.0,0.0005589602167615449,fdr_bh,0.001478960884816539,True
Ruminobacter_amylophilus,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8405.0,0.0005589602167615449,fdr_bh,0.001478960884816539,True
Pseudomonas_sp_TMW_21634,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8403.0,0.0005668715603617789,fdr_bh,0.0014969812079456688,True
Cellulosilyticum_ruminicola,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8402.0,0.0005708662200735878,fdr_bh,0.0015006649305841608,True
Streptobacillus_hongkongensis,-3.218140623353655,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8401.0,0.0005748870800252558,fdr_bh,0.0015006649305841608,True
Serratia_sp_MYb239,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8401.0,0.0005748870800252558,fdr_bh,0.0015006649305841608,True
bacterium_A52C2,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8401.0,0.0005748870800252558,fdr_bh,0.0015006649305841608,True
Erwinia_tasmaniensis,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8401.0,0.0005748870800252558,fdr_bh,0.0015006649305841608,True
Arsenophonus_endosymbiont_of_Nilaparvata_lugens,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8401.0,0.0005748870800252558,fdr_bh,0.0015006649305841608,True
Sneathiella_glossodoripedis,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8400.0,0.0005789342974857679,fdr_bh,0.0015083345681621539,True
Serratia_marcescens,-3.218140623353655,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8397.0,0.0005912356802403056,fdr_bh,0.0015345048189443044,True
Enterobacter_sp_E20,-3.0462448821548076,Not Normally Distributed,-3.3768388783081242,Not Normally Distributed,Mann-Whitney U Test,8397.0,0.0005912356802403056,fdr_bh,0.0015345048189443044,True
Lactobacillus_crispatus,-3.1993192293079282,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8396.0,0.0005953899172927728,fdr_bh,0.001542343404796516,True
Lactobacillus_hominis,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8395.0,0.0005995713108823847,fdr_bh,0.0015502224007605384,True
Lactobacillus_frumenti,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8394.0,0.0006037800233782126,fdr_bh,0.0015581419958147422,True
Ralstonia_insidiosa,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8390.0,0.000620891340107015,fdr_bh,0.0015992655730029174,True
Scardovia_inopinata,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8385.0,0.0006429150079988456,fdr_bh,0.0016528627804885255,True
Leptotrichia_wadei,-3.1663282973098266,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,8383.0,0.0006519262182908029,fdr_bh,0.0016728672771235697,True
Atlantibacter_hermannii,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8382.0,0.0006564757406420603,fdr_bh,0.0016782086602879736,True
Campylobacter_lari,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8382.0,0.0006564757406420603,fdr_bh,0.0016782086602879736,True
Clostridium_saccharolyticum,10.367999819239568,Not Normally Distributed,9.800998254114898,Not Normally Distributed,Mann-Whitney U Test,8380.0,0.0006656634892561025,fdr_bh,0.0016921539166136438,True
Anaerofustis_stercorihominis,-3.0682811733214397,Not Normally Distributed,-3.4342062943873515,Not Normally Distributed,Mann-Whitney U Test,8380.0,0.0006656634892561025,fdr_bh,0.0016921539166136438,True
Staphylococcus_aureus,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8380.0,0.0006656634892561025,fdr_bh,0.0016921539166136438,True
Megasphaera_massiliensis,-3.179734872977388,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8378.0,0.0006749706797778423,fdr_bh,0.0017030800083448342,True
Leuconostoc_citreum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8378.0,0.0006749706797778423,fdr_bh,0.0017030800083448342,True
Xenorhabdus_poinarii,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8378.0,0.0006749706797778423,fdr_bh,0.0017030800083448342,True
Pseudomonas_sp_HLS-6,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8378.0,0.0006749706797778423,fdr_bh,0.0017030800083448342,True
Streptococcus_macacae,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8377.0,0.0006796695079744034,fdr_bh,0.0017117602423059048,True
Monoglobus_pectinilyticus,10.16360758774851,Not Normally Distributed,9.612886621925481,Not Normally Distributed,Mann-Whitney U Test,8375.0,0.0006891585228113962,fdr_bh,0.0017324502606719018,True
Pelomonas_puraquae,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8374.0,0.0006939490692885018,fdr_bh,0.0017380676505200044,True
Edwardsiella_hoshinae,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8374.0,0.0006939490692885018,fdr_bh,0.0017380676505200044,True
Gardnerella_vaginalis,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8373.0,0.0006987705499318734,fdr_bh,0.0017469263748296833,True
Peptoniphilus_coxii,-3.1993192293079282,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8372.0,0.0007036231470201428,fdr_bh,0.0017526144321380846,True
Streptococcus_sobrinus,-3.12872593624261,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,8372.0,0.0007036231470201428,fdr_bh,0.0017526144321380846,True
Solemya_velesiana_gill_symbiont,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8370.0,0.0007134224244078436,fdr_bh,0.0017545289280192899,True
Anaerobiospirillum_succiniciproducens,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8370.0,0.0007134224244078436,fdr_bh,0.0017545289280192899,True
Succinimonas_amylolytica,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8370.0,0.0007134224244078436,fdr_bh,0.0017545289280192899,True
Tolumonas_auensis,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8370.0,0.0007134224244078436,fdr_bh,0.0017545289280192899,True
Glaesserella_parasuis,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8370.0,0.0007134224244078436,fdr_bh,0.0017545289280192899,True
Kangiella_profundi,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8370.0,0.0007134224244078436,fdr_bh,0.0017545289280192899,True
Alkanindiges_illinoisensis,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8370.0,0.0007134224244078436,fdr_bh,0.0017545289280192899,True
Rhodospirillum_rubrum,-3.2375871806589256,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8369.0,0.0007183694740389583,fdr_bh,0.0017603288012486187,True
Slackia_heliotrinireducens,-3.2241424755815675,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8369.0,0.0007183694740389583,fdr_bh,0.0017603288012486187,True
Dolosigranulum_pigrum,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8367.0,0.0007283593257290873,fdr_bh,0.0017815983507042422,True
Granulicatella_balaenopterae,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8366.0,0.0007334025029167336,fdr_bh,0.001790713472112671,True
Klebsiella_sp_P1CD1,-2.9493547045362902,Not Normally Distributed,-3.3548604019003587,Not Normally Distributed,Mann-Whitney U Test,8365.0,0.0007384780993768317,fdr_bh,0.0017998749375492673,True
Citrobacter_sp_86,-3.218140623353655,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8364.0,0.0007435863051175043,fdr_bh,0.0018090829605721035,True
Lactobacillus_murinus,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8363.0,0.0007487273111320237,fdr_bh,0.0018183377556063433,True
Acholeplasma_brassicae,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8359.0,0.0007696231925130935,fdr_bh,0.0018657531939711358,True
Proteus_mirabilis,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8358.0,0.0007749310995749784,fdr_bh,0.001875278105733044,True
Cronobacter_condimenti,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8355.0,0.0007910594167832287,fdr_bh,0.0019109072945385278,True
Capnocytophaga_gingivalis,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8354.0,0.0007965043846273717,fdr_bh,0.0019202436623488423,True
Bifidobacterium_tsurumiense,-3.252320373275312,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8353.0,0.0008019841178045165,fdr_bh,0.0019202436623488423,True
Lactobacillus_rossiae,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8353.0,0.0008019841178045165,fdr_bh,0.0019202436623488423,True
Helicobacter_canadensis,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8353.0,0.0008019841178045165,fdr_bh,0.0019202436623488423,True
Moraxella_catarrhalis,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8353.0,0.0008019841178045165,fdr_bh,0.0019202436623488423,True
Leptospira_kirschneri,-3.211477340154312,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8352.0,0.0008074988184284735,fdr_bh,0.001926663847478463,True
Hafnia_paralvei,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8352.0,0.0008074988184284735,fdr_bh,0.001926663847478463,True
Leuconostoc_gelidum,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8351.0,0.0008130486896501519,fdr_bh,0.0019365082625642847,True
Shewanella_algae,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8350.0,0.0008186339356619824,fdr_bh,0.001946402364511007,True
Peptoniphilus_timonensis,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8348.0,0.0008299113740600073,fdr_bh,0.0019493600496055439,True
Lonsdalea_quercina,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8348.0,0.0008299113740600073,fdr_bh,0.0019493600496055439,True
Pseudomonas_otitidis,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8348.0,0.0008299113740600073,fdr_bh,0.0019493600496055439,True
Streptococcus_respiraculi,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8349.0,0.0008242547617023459,fdr_bh,0.0019493600496055439,True
Corynebacterium_atypicum,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8349.0,0.0008242547617023459,fdr_bh,0.0019493600496055439,True
Ezakiella_massiliensis,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8348.0,0.0008299113740600073,fdr_bh,0.0019493600496055439,True
Dickeya_chrysanthemi,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8349.0,0.0008242547617023459,fdr_bh,0.0019493600496055439,True
Desulfuromonas_acetexigens,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8347.0,0.0008356039800785711,fdr_bh,0.00195597489312712,True
Dehalogenimonas_lykanthroporepellens,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8347.0,0.0008356039800785711,fdr_bh,0.00195597489312712,True
Dysgonomonas_macrotermitis,-3.252320373275312,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8346.0,0.0008413327881609577,fdr_bh,0.0019626288025710163,True
Streptococcus_henryi,-3.2158430695976,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8346.0,0.0008413327881609577,fdr_bh,0.0019626288025710163,True
Phytobacter_sp_SCO41,-3.1993192293079282,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8343.0,0.0008587385248040067,fdr_bh,0.0019998020440641254,True
Aeromonas_veronii,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8341.0,0.0008705272283494643,fdr_bh,0.002020336229616504,True
Pasteurella_multocida,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8341.0,0.0008705272283494643,fdr_bh,0.002020336229616504,True
Aeromonas_sp_CU5,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8340.0,0.0008764776851634449,fdr_bh,0.00202378548696483,True
Aeromonas_fluvialis,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8340.0,0.0008764776851634449,fdr_bh,0.00202378548696483,True
Serratia_sp_SSNIH1,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8340.0,0.0008764776851634449,fdr_bh,0.00202378548696483,True
Cedecea_neteri,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8339.0,0.0008824658329002837,fdr_bh,0.002023867677477885,True
Edwardsiella_anguillarum,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8339.0,0.0008824658329002837,fdr_bh,0.002023867677477885,True
Edwardsiella_sp_LADL05-105,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8339.0,0.0008824658329002837,fdr_bh,0.002023867677477885,True
Edwardsiella_ictaluri,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8339.0,0.0008824658329002837,fdr_bh,0.002023867677477885,True
Varibaculum_cambriense,-3.2158430695976,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8338.0,0.0008884918885997524,fdr_bh,0.002027431155194066,True
Clostridium_cylindrosporum,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8338.0,0.0008884918885997524,fdr_bh,0.002027431155194066,True
Enterococcus_sp_FDAARGOS_553,-3.218140623353655,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8338.0,0.0008884918885997524,fdr_bh,0.002027431155194066,True
Cronobacter_muytjensii,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8337.0,0.0008945560704017233,fdr_bh,0.002037849674616991,True
Stenotrophomonas_maltophilia,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8336.0,0.0009006585975507753,fdr_bh,0.0020483205563027666,True
Enterococcus_faecalis,-3.141534015391345,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8335.0,0.0009067996904007915,fdr_bh,0.0020588440383056367,True
Bacteroides_propionicifaciens,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8332.0,0.0009254565834323768,fdr_bh,0.0020977015891133874,True
Yersinia_ruckeri,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8331.0,0.000931754164973488,fdr_bh,0.00210146876345596,True
Ralstonia_pickettii,-3.1663282973098266,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8331.0,0.000931754164973488,fdr_bh,0.00210146876345596,True
Citrobacter_rodentium,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8331.0,0.000931754164973488,fdr_bh,0.00210146876345596,True
Ruminococcaceae_bacterium,-3.2188942248307075,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8330.0,0.0009380914307869917,fdr_bh,0.002112258850778657,True
Effusibacillus_pohliae,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8326.0,0.0009638418960692733,fdr_bh,0.0021559621359444267,True
Corynebacterium_argentoratense,-3.218692010395868,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8326.0,0.0009638418960692733,fdr_bh,0.0021559621359444267,True
Lactobacillus_acidipiscis,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8326.0,0.0009638418960692733,fdr_bh,0.0021559621359444267,True
Lactobacillus_pontis,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8326.0,0.0009638418960692733,fdr_bh,0.0021559621359444267,True
Escherichia_albertii,-3.20674670143306,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8325.0,0.000970381012764732,fdr_bh,0.002167024921773457,True
Olsenella_profusa,-3.1993192293079282,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8324.0,0.000976961193600491,fdr_bh,0.0021745781068685235,True
Colibacter_massiliensis,-3.2158430695976,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8324.0,0.000976961193600491,fdr_bh,0.0021745781068685235,True
Allofustis_seminis,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8323.0,0.0009835826726066444,fdr_bh,0.0021786196005619484,True
