Bacterial_Species,Prevalence,Cohort
Pseudomonas_oleovorans,0.0056179775280898875,Healthy
Pseudomonas_psychrophila,0.0056179775280898875,Healthy
Pseudomonas_rhodesiae,0.011235955056179775,Healthy
Pseudomonas_savastanoi,0.0056179775280898875,Healthy
Pseudomonas_sp_FDAARGOS_380,0.016853932584269662,Healthy
Pseudomonas_sp_HLS-6,0.0056179775280898875,Healthy
Pseudomonas_sp_TMW_21634,0.016853932584269662,Healthy
Pseudomonas_sp_VLB120,0.02247191011235955,Healthy
Pseudomonas_sp_WCS374,0.0056179775280898875,Healthy
Pseudomonas_thermotolerans,0.011235955056179775,Healthy
Pseudomonas_versuta,0.0056179775280898875,Healthy
Pseudopropionibacterium_propionicum,0.0449438202247191,Healthy
Pseudoramibacter_alactolyticus,0.02247191011235955,Healthy
Pulveribacter_suum,0.0056179775280898875,Healthy
Pyramidobacter_piscolens,0.12359550561797752,Healthy
Quasibacillus_thermotolerans,0.10112359550561797,Healthy
Rahnella_aquatilis,0.0056179775280898875,Healthy
Ralstonia_insidiosa,0.011235955056179775,Healthy
Ralstonia_mannitolilytica,0.028089887640449437,Healthy
Ralstonia_pickettii,0.14606741573033707,Healthy
Ralstonia_pseudosolanacearum,0.0056179775280898875,Healthy
Ralstonia_solanacearum,0.0056179775280898875,Healthy
Raoultella_ornithinolytica,0.1853932584269663,Healthy
Raoultella_planticola,0.15168539325842698,Healthy
Raoultella_sp_X13,0.1404494382022472,Healthy
Rhodospirillum_rubrum,0.011235955056179775,Healthy
Riemerella_columbina,0.011235955056179775,Healthy
Rikenella_microfusus,0.7528089887640449,Healthy
Robinsoniella_peoriensis,0.028089887640449437,Healthy
Rodentibacter_heylii,0.011235955056179775,Healthy
Rodentibacter_pneumotropicus,0.056179775280898875,Healthy
Romboutsia_lituseburensis,0.028089887640449437,Healthy
Romboutsia_timonensis,0.6741573033707865,Healthy
Roseburia_faecis,1.0,Healthy
Roseburia_hominis,1.0,Healthy
Roseburia_intestinalis,0.9943820224719101,Healthy
Roseburia_inulinivorans,1.0,Healthy
Rothia_dentocariosa,0.3089887640449438,Healthy
Rothia_mucilaginosa,0.8314606741573034,Healthy
Rufibacter_sp_DG15C,0.0056179775280898875,Healthy
Ruminiclostridium_cellulolyticum,0.0056179775280898875,Healthy
Ruminiclostridium_josui,0.08426966292134831,Healthy
Ruminobacter_amylophilus,0.0056179775280898875,Healthy
Ruminococcaceae_bacterium,0.016853932584269662,Healthy
Ruminococcaceae_bacterium_CPB6,0.056179775280898875,Healthy
Ruminococcus_albus,0.19101123595505617,Healthy
Ruminococcus_bicirculans,0.8932584269662921,Healthy
Ruminococcus_bromii,0.6910112359550562,Healthy
Ruminococcus_callidus,0.9662921348314607,Healthy
Ruminococcus_champanellensis,0.6797752808988764,Healthy
Ruminococcus_faecis,1.0,Healthy
Ruminococcus_flavefaciens,0.48314606741573035,Healthy
Ruminococcus_gauvreauii,0.2640449438202247,Healthy
Ruminococcus_gnavus,1.0,Healthy
Ruminococcus_lactaris,1.0,Healthy
Ruminococcus_torques,1.0,Healthy
Ruthenibacterium_lactatiformans,0.9943820224719101,Healthy
Salmonella_bongori,0.016853932584269662,Healthy
Salmonella_enterica,0.19101123595505617,Healthy
Sanguibacteroides_justesenii,0.8033707865168539,Healthy
Scardovia_inopinata,0.016853932584269662,Healthy
Scardovia_wiggsiae,0.23595505617977527,Healthy
Schaalia_cardiffensis,0.0898876404494382,Healthy
Schaalia_meyeri,0.17415730337078653,Healthy
Schaalia_odontolytica,0.9775280898876404,Healthy
Schaalia_turicensis,0.09550561797752809,Healthy
Schleiferia_thermophila,0.0056179775280898875,Healthy
Selenomonas_artemidis,0.0056179775280898875,Healthy
Selenomonas_bovis,0.10112359550561797,Healthy
Selenomonas_ruminantium,0.033707865168539325,Healthy
Selenomonas_sp_oral_taxon_126,0.0056179775280898875,Healthy
Selenomonas_sp_oral_taxon_136,0.028089887640449437,Healthy
Selenomonas_sp_oral_taxon_478,0.06179775280898876,Healthy
Selenomonas_sp_oral_taxon_920,0.011235955056179775,Healthy
Selenomonas_sputigena,0.033707865168539325,Healthy
Sellimonas_intestinalis,0.9943820224719101,Healthy
Senegalimassilia_anaerobia,0.4887640449438202,Healthy
Serratia_ficaria,0.0056179775280898875,Healthy
Serratia_liquefaciens,0.0056179775280898875,Healthy
Serratia_marcescens,0.028089887640449437,Healthy
Serratia_plymuthica,0.016853932584269662,Healthy
Serratia_quinivorans,0.0056179775280898875,Healthy
Serratia_sp_FS14,0.011235955056179775,Healthy
Serratia_sp_JKS000199,0.0056179775280898875,Healthy
Serratia_sp_LS-1,0.0056179775280898875,Healthy
Serratia_sp_P2ACOL2,0.011235955056179775,Healthy
Serratia_sp_SSNIH1,0.0056179775280898875,Healthy
Serratia_symbiotica,0.016853932584269662,Healthy
Sharpea_azabuensis,0.16292134831460675,Healthy
Shigella_dysenteriae,0.20224719101123595,Healthy
Shigella_flexneri,0.20224719101123595,Healthy
Shigella_sp_PAMC_28760,0.1853932584269663,Healthy
Shimwellia_blattae,0.011235955056179775,Healthy
Shuttleworthia_satelles,0.19101123595505617,Healthy
Siccibacter_turicensis,0.07303370786516854,Healthy
Simonsiella_muelleri,0.016853932584269662,Healthy
Slackia_exigua,0.21348314606741572,Healthy
Slackia_heliotrinireducens,0.011235955056179775,Healthy
Slackia_piriformis,0.19101123595505617,Healthy
Sneathia_amnii,0.02247191011235955,Healthy
Sneathiella_glossodoripedis,0.016853932584269662,Healthy
Sodalis_praecaptivus,0.0056179775280898875,Healthy
Solobacterium_moorei,0.9887640449438202,Healthy
Sporobacter_termitidis,0.23595505617977527,Healthy
Staphylococcus_aureus,0.016853932584269662,Healthy
Staphylococcus_capitis,0.0056179775280898875,Healthy
Staphylococcus_cohnii,0.011235955056179775,Healthy
Staphylococcus_hominis,0.0056179775280898875,Healthy
Staphylococcus_lugdunensis,0.0056179775280898875,Healthy
Staphylococcus_pasteuri,0.0056179775280898875,Healthy
Staphylococcus_pseudintermedius,0.016853932584269662,Healthy
Staphylococcus_warneri,0.0056179775280898875,Healthy
Stenotrophomonas_maltophilia,0.0056179775280898875,Healthy
Stenotrophomonas_nitritireducens,0.0056179775280898875,Healthy
Stenotrophomonas_sp_KCTC_12332,0.0056179775280898875,Healthy
Stomatobaculum_longum,0.8595505617977528,Healthy
Streptobacillus_hongkongensis,0.06179775280898876,Healthy
Streptobacillus_moniliformis,0.02247191011235955,Healthy
Streptobacillus_notomytis,0.016853932584269662,Healthy
Streptococcus_acidominimus,0.12921348314606743,Healthy
Streptococcus_agalactiae,0.033707865168539325,Healthy
Streptococcus_anginosus,0.4157303370786517,Healthy
Streptococcus_australis,0.8932584269662921,Healthy
Streptococcus_caballi,0.033707865168539325,Healthy
Streptococcus_constellatus,0.3539325842696629,Healthy
Streptococcus_cristatus,0.5,Healthy
Streptococcus_dysgalactiae,0.0449438202247191,Healthy
Streptococcus_entericus,0.033707865168539325,Healthy
Streptococcus_equi,0.011235955056179775,Healthy
Streptococcus_equinus,0.07303370786516854,Healthy
Streptococcus_gallolyticus,0.12921348314606743,Healthy
Streptococcus_gordonii,0.6853932584269663,Healthy
Streptococcus_henryi,0.03932584269662921,Healthy
Streptococcus_himalayensis,0.0056179775280898875,Healthy
Streptococcus_infantarius,0.24719101123595505,Healthy
Streptococcus_intermedius,0.33146067415730335,Healthy
Streptococcus_lutetiensis,0.1797752808988764,Healthy
Streptococcus_macacae,0.011235955056179775,Healthy
Streptococcus_macedonicus,0.10112359550561797,Healthy
Streptococcus_marimammalium,0.0449438202247191,Healthy
Streptococcus_massiliensis,0.0449438202247191,Healthy
Streptococcus_merionis,0.0056179775280898875,Healthy
Streptococcus_milleri,0.28651685393258425,Healthy
Streptococcus_mitis,0.8707865168539326,Healthy
Streptococcus_mutans,0.21910112359550563,Healthy
Streptococcus_oralis,0.7752808988764045,Healthy
Streptococcus_orisratti,0.16292134831460675,Healthy
Streptococcus_ovis,0.011235955056179775,Healthy
Streptococcus_parasanguinis,0.9719101123595506,Healthy
Streptococcus_parauberis,0.0056179775280898875,Healthy
Streptococcus_pasteurianus,0.8764044943820225,Healthy
Streptococcus_phocae,0.0056179775280898875,Healthy
Streptococcus_pluranimalium,0.0449438202247191,Healthy
Streptococcus_plurextorum,0.028089887640449437,Healthy
Streptococcus_pneumoniae,0.38202247191011235,Healthy
Streptococcus_porci,0.02247191011235955,Healthy
Streptococcus_pseudopneumoniae,0.601123595505618,Healthy
Streptococcus_pseudoporcinus,0.016853932584269662,Healthy
Streptococcus_pyogenes,0.08426966292134831,Healthy
Streptococcus_ratti,0.0056179775280898875,Healthy
Streptococcus_ruminantium,0.0056179775280898875,Healthy
Streptococcus_salivarius,0.9606741573033708,Healthy
Streptococcus_sanguinis,0.7696629213483146,Healthy
Streptococcus_sobrinus,0.10674157303370786,Healthy
Streptococcus_sp_A12,0.9606741573033708,Healthy
Streptococcus_sp_ChDC_B345,0.797752808988764,Healthy
Streptococcus_sp_FDAARGOS_192,0.949438202247191,Healthy
Streptococcus_sp_FDAARGOS_520,0.028089887640449437,Healthy
Streptococcus_sp_FDAARGOS_521,0.016853932584269662,Healthy
Streptococcus_sp_FDAARGOS_522,0.0449438202247191,Healthy
Streptococcus_sp_I-G2,0.8426966292134831,Healthy
Streptococcus_sp_I-P16,0.8539325842696629,Healthy
Streptococcus_sp_JS71,0.8876404494382022,Healthy
Streptococcus_sp_KCOM_2412,0.37640449438202245,Healthy
Streptococcus_sp_NPS_308,0.6573033707865169,Healthy
Streptococcus_sp_group_B,0.011235955056179775,Healthy
Streptococcus_sp_oral_taxon_064,0.6460674157303371,Healthy
Streptococcus_sp_oral_taxon_431,0.9157303370786517,Healthy
Streptococcus_suis,0.4887640449438202,Healthy
Streptococcus_thermophilus,0.848314606741573,Healthy
Streptococcus_urinalis,0.011235955056179775,Healthy
Streptococcus_varani,0.0056179775280898875,Healthy
Streptococcus_vestibularis,0.8651685393258427,Healthy
Streptococcus_viridans,0.8820224719101124,Healthy
Subdoligranulum_variabile,0.9943820224719101,Healthy
Succinatimonas_hippei,0.06179775280898876,Healthy
Succiniclasticum_ruminis,0.028089887640449437,Healthy
Succinispira_mobilis,0.0056179775280898875,Healthy
Succinivibrio_dextrinosolvens,0.016853932584269662,Healthy
Suicoccus_acidiformans,0.02247191011235955,Healthy
Sulfurimonas_gotlandica,0.0056179775280898875,Healthy
Sutterella_megalosphaeroides,0.24719101123595505,Healthy
Sutterella_parvirubra,0.3258426966292135,Healthy
Sutterella_wadsworthensis,0.7415730337078652,Healthy
Synergistes_jonesii,0.028089887640449437,Healthy
Syntrophomonas_zehnderi,0.0056179775280898875,Healthy
Syntrophus_gentianae,0.0056179775280898875,Healthy
Tannerella_forsythia,0.2247191011235955,Healthy
Tannerella_sp_oral_taxon_HOT-286,0.5224719101123596,Healthy
Tatumella_citrea,0.011235955056179775,Healthy
Tatumella_saanichensis,0.0056179775280898875,Healthy
Tepidicaulis_marinus,0.0056179775280898875,Healthy
Terasakiella_pusilla,0.03932584269662921,Healthy
Terrisporobacter_glycolicus,0.08426966292134831,Healthy
Tetragenococcus_halophilus,0.0056179775280898875,Healthy
Tetrasphaera_japonica,0.0056179775280898875,Healthy
Thalassobaculum_salexigens,0.0056179775280898875,Healthy
Thermotalea_metallivorans,0.0056179775280898875,Healthy
Thermus_antranikianii,0.016853932584269662,Healthy
Thermus_brockianus,0.016853932584269662,Healthy
Thermus_parvatiensis,0.0056179775280898875,Healthy
Thermus_scotoductus,0.03932584269662921,Healthy
Thiohalospira_halophila,0.011235955056179775,Healthy
Trabulsiella_odontotermitis,0.016853932584269662,Healthy
Traorella_massiliensis,0.9719101123595506,Healthy
Treponema_denticola,0.011235955056179775,Healthy
Treponema_lecithinolyticum,0.0056179775280898875,Healthy
Treponema_maltophilum,0.028089887640449437,Healthy
Treponema_medium,0.19101123595505617,Healthy
Treponema_phagedenis,0.02247191011235955,Healthy
Treponema_porcinum,0.02247191011235955,Healthy
Treponema_socranskii,0.011235955056179775,Healthy
Treponema_sp_OMZ_838,0.016853932584269662,Healthy
Treponema_succinifaciens,0.06741573033707865,Healthy
Treponema_vincentii,0.011235955056179775,Healthy
Tropheryma_whipplei,0.011235955056179775,Healthy
Turicibacter_sanguinis,0.5112359550561798,Healthy
Turicibacter_sp_H121,0.6685393258426966,Healthy
Turicimonas_muris,0.11235955056179775,Healthy
Tyzzerella_nexilis,1.0,Healthy
Urinicoccus_massiliensis,0.14606741573033707,Healthy
Urmitella_timonensis,0.056179775280898875,Healthy
Varibaculum_cambriense,0.03932584269662921,Healthy
Veillonella_dispar,0.949438202247191,Healthy
Veillonella_magna,0.06179775280898876,Healthy
Veillonella_montpellierensis,0.15730337078651685,Healthy
Veillonella_parvula,0.8764044943820225,Healthy
Veillonella_rodentium,0.42134831460674155,Healthy
Veillonella_seminalis,0.10112359550561797,Healthy
Victivallales_bacterium_CCUG_44730,0.19662921348314608,Healthy
Weissella_cibaria,0.028089887640449437,Healthy
Weissella_paramesenteroides,0.0056179775280898875,Healthy
Williamwhitmania_taraxaci,0.0056179775280898875,Healthy
Xanthomonas_campestris,0.0056179775280898875,Healthy
Xanthomonas_massiliensis,0.0056179775280898875,Healthy
Xenorhabdus_bovienii,0.0056179775280898875,Healthy
Yersinia_aldovae,0.0056179775280898875,Healthy
Yersinia_enterocolitica,0.028089887640449437,Healthy
Yersinia_massiliensis,0.0056179775280898875,Healthy
Yersinia_rohdei,0.016853932584269662,Healthy
Yersinia_ruckeri,0.0056179775280898875,Healthy
Yokenella_regensburgei,0.02247191011235955,Healthy
Youngiibacter_fragilis,0.0056179775280898875,Healthy
Zhihengliuella_sp_ISTPL4,0.0056179775280898875,Healthy
bacterium_A52C2,0.016853932584269662,Healthy
bacterium_LF-3,0.9101123595505618,Healthy
bacterium_MS4,0.15730337078651685,Healthy
endosymbiont_TC1_of_Trimyema_compressum,0.0056179775280898875,Healthy
nan,0.0056179775280898875,Healthy
Abiotrophia_defectiva,0.5135135135135135,CRC
Absiella_dolichum,1.0,CRC
Acetitomaculum_ruminis,0.013513513513513514,CRC
Acetivibrio_ethanolgignens,1.0,CRC
Acholeplasma_axanthum,0.013513513513513514,CRC
Acholeplasma_brassicae,0.013513513513513514,CRC
Acholeplasma_modicum,0.013513513513513514,CRC
Acidaminococcus_fermentans,0.3783783783783784,CRC
Acidaminococcus_intestini,0.43243243243243246,CRC
Acidaminococcus_timonensis,0.581081081081081,CRC
Actinobacillus_pleuropneumoniae,0.013513513513513514,CRC
Actinobacillus_porcitonsillarum,0.04054054054054054,CRC
Actinobaculum_massiliense,0.013513513513513514,CRC
Actinomyces_dentalis,0.08108108108108109,CRC
Actinomyces_gerencseriae,0.05405405405405406,CRC
Actinomyces_graevenitzii,0.5945945945945946,CRC
Actinomyces_hongkongensis,0.21621621621621623,CRC
Actinomyces_israelii,0.05405405405405406,CRC
Actinomyces_johnsonii,0.22972972972972974,CRC
Actinomyces_massiliensis,0.17567567567567569,CRC
Actinomyces_oris,0.5945945945945946,CRC
Actinomyces_pacaensis,0.8783783783783784,CRC
Actinomyces_sp_oral_taxon_414,0.08108108108108109,CRC
Actinomyces_sp_oral_taxon_897,0.06756756756756757,CRC
Actinomyces_timonensis,0.013513513513513514,CRC
Actinomyces_viscosus,0.08108108108108109,CRC
Acutalibacter_muris,0.6486486486486487,CRC
Adlercreutzia_equolifaciens,0.6891891891891891,CRC
Aeromonas_dhakensis,0.04054054054054054,CRC
Aeromonas_eucrenophila,0.013513513513513514,CRC
Aeromonas_fluvialis,0.013513513513513514,CRC
Aeromonas_hydrophila,0.0945945945945946,CRC
Aeromonas_salmonicida,0.013513513513513514,CRC
Aeromonas_sp_ASNIH4,0.06756756756756757,CRC
Aeromonas_sp_CU5,0.013513513513513514,CRC
Aeromonas_veronii,0.013513513513513514,CRC
Agathobaculum_desmolans,1.0,CRC
Aggregatibacter_aphrophilus,0.24324324324324326,CRC
Aggregatibacter_segnis,0.3783783783783784,CRC
Akkermansia_glycaniphila,0.05405405405405406,CRC
Akkermansia_muciniphila,0.5405405405405406,CRC
Alcanivorax_hongdengensis,0.0945945945945946,CRC
Alistipes_finegoldii,1.0,CRC
Alistipes_ihumii,0.7702702702702703,CRC
Alistipes_indistinctus,0.5675675675675675,CRC
Alistipes_inops,0.6621621621621622,CRC
Alistipes_megaguti,0.8918918918918919,CRC
Alistipes_obesi,1.0,CRC
Alistipes_putredinis,1.0,CRC
Alistipes_senegalensis,0.918918918918919,CRC
Alistipes_shahii,1.0,CRC
Alistipes_timonensis,0.7837837837837838,CRC
Alkalibacter_saccharofermentans,0.05405405405405406,CRC
Alkanindiges_illinoisensis,0.013513513513513514,CRC
Allisonella_histaminiformans,0.4594594594594595,CRC
Allobaculum_stercoricanis,0.02702702702702703,CRC
Allofustis_seminis,0.013513513513513514,CRC
Alloprevotella_rava,0.24324324324324326,CRC
Alloprevotella_tannerae,0.6891891891891891,CRC
Alloscardovia_criceti,0.08108108108108109,CRC
Alloscardovia_omnicolens,0.24324324324324326,CRC
Alterileibacterium_massiliense,0.8108108108108109,CRC
Anaerobiospirillum_succiniciproducens,0.013513513513513514,CRC
Anaerobium_acetethylicum,0.02702702702702703,CRC
Anaerobutyricum_hallii,1.0,CRC
Anaerococcus_lactolyticus,0.06756756756756757,CRC
Anaerococcus_mediterraneensis,0.02702702702702703,CRC
Anaerococcus_obesiensis,0.21621621621621623,CRC
Anaerococcus_pacaensis,0.02702702702702703,CRC
Anaerococcus_prevotii,0.02702702702702703,CRC
Anaerococcus_provencensis,0.013513513513513514,CRC
Anaerococcus_tetradius,0.02702702702702703,CRC
Anaerococcus_vaginalis,0.05405405405405406,CRC
Anaerocolumna_aminovalerica,0.05405405405405406,CRC
Anaerofustis_stercorihominis,0.13513513513513514,CRC
Anaeroglobus_geminatus,0.22972972972972974,CRC
Anaeromassilibacillus_senegalensis,0.3918918918918919,CRC
Anaerosporobacter_mobilis,0.10810810810810811,CRC
Anaerostipes_caccae,0.7027027027027027,CRC
Anaerostipes_hadrus,1.0,CRC
Anaerotignum_lactatifermentans,1.0,CRC
Anaerotignum_neopropionicum,0.9459459459459459,CRC
Anaerotignum_propionicum,0.4864864864864865,CRC
Anaerotruncus_colihominis,1.0,CRC
Anaerotruncus_rubiinfantis,0.4864864864864865,CRC
Anaerovibrio_lipolyticus,0.013513513513513514,CRC
Angelakisella_massiliensis,1.0,CRC
Arabia_massiliensis,0.12162162162162163,CRC
Arcobacter_butzleri,0.013513513513513514,CRC
Arcobacter_lekithochrous,0.04054054054054054,CRC
Arsenophonus_endosymbiont_of_Nilaparvata_lugens,0.013513513513513514,CRC
Asaccharospora_irregularis,0.25675675675675674,CRC
Asaia_astilbis,0.013513513513513514,CRC
Atlantibacter_hermannii,0.013513513513513514,CRC
Atopobium_deltae,0.10810810810810811,CRC
Atopobium_minutum,0.0945945945945946,CRC
Atopobium_parvulum,0.7972972972972973,CRC
Atopobium_rimae,0.4189189189189189,CRC
Atopobium_vaginae,0.47297297297297297,CRC
Bacillus_acidiproducens,0.10810810810810811,CRC
Bacillus_andreraoultii,0.013513513513513514,CRC
Bacillus_rubiinfantis,0.28378378378378377,CRC
Bacillus_subtilis,0.16216216216216217,CRC
Bacteroidales_bacterium_CF,0.013513513513513514,CRC
Bacteroides_barnesiae,1.0,CRC
Bacteroides_caccae,1.0,CRC
Bacteroides_caecimuris,1.0,CRC
Bacteroides_cellulosilyticus,1.0,CRC
Bacteroides_coprocola,1.0,CRC
Bacteroides_coprophilus,1.0,CRC
Bacteroides_coprosuis,0.5540540540540541,CRC
Bacteroides_dorei,1.0,CRC
Bacteroides_faecichinchillae,1.0,CRC
Bacteroides_fluxus,1.0,CRC
Bacteroides_fragilis,1.0,CRC
Bacteroides_graminisolvens,0.24324324324324326,CRC
Bacteroides_helcogenes,0.972972972972973,CRC
Bacteroides_heparinolyticus,0.972972972972973,CRC
Bacteroides_luti,0.08108108108108109,CRC
Bacteroides_neonati,0.5,CRC
Bacteroides_nordii,1.0,CRC
Bacteroides_ovatus,1.0,CRC
Bacteroides_paurosaccharolyticus,0.44594594594594594,CRC
Bacteroides_pectinophilus,1.0,CRC
Bacteroides_plebeius,1.0,CRC
Bacteroides_propionicifaciens,0.013513513513513514,CRC
Bacteroides_pyogenes,1.0,CRC
Bacteroides_reticulotermitis,0.6486486486486487,CRC
Bacteroides_salanitronis,1.0,CRC
Bacteroides_salyersiae,1.0,CRC
Bacteroides_stercoris,1.0,CRC
Bacteroides_thetaiotaomicron,1.0,CRC
Bacteroides_uniformis,1.0,CRC
Bacteroides_vulgatus,1.0,CRC
Bacteroides_zoogleoformans,0.9594594594594594,CRC
Bariatricus_massiliensis,0.9054054054054054,CRC
Barnesiella_intestinihominis,0.9324324324324325,CRC
Barnesiella_viscericola,0.972972972972973,CRC
Bibersteinia_trehalosi,0.02702702702702703,CRC
Bifidobacterium_adolescentis,0.8378378378378378,CRC
Bifidobacterium_aesculapii,0.0945945945945946,CRC
Bifidobacterium_angulatum,0.6216216216216216,CRC
Bifidobacterium_animalis,0.13513513513513514,CRC
Bifidobacterium_biavatii,0.24324324324324326,CRC
Bifidobacterium_bifidum,0.6081081081081081,CRC
Bifidobacterium_breve,0.8513513513513513,CRC
Bifidobacterium_callitrichos,0.013513513513513514,CRC
Bifidobacterium_catenulatum,0.9054054054054054,CRC
Bifidobacterium_choerinum,0.02702702702702703,CRC
Bifidobacterium_dentium,0.4864864864864865,CRC
Bifidobacterium_gallicum,0.02702702702702703,CRC
Bifidobacterium_gallinarum,0.2972972972972973,CRC
Bifidobacterium_lemurum,0.08108108108108109,CRC
Bifidobacterium_longum,0.8918918918918919,CRC
Bifidobacterium_minimum,0.17567567567567569,CRC
Bifidobacterium_pseudocatenulatum,0.8648648648648649,CRC
Bifidobacterium_pseudolongum,0.04054054054054054,CRC
Bifidobacterium_reuteri,0.16216216216216217,CRC
Bifidobacterium_saguini,0.3108108108108108,CRC
Bifidobacterium_scardovii,0.0945945945945946,CRC
Bifidobacterium_stellenboschense,0.12162162162162163,CRC
Bifidobacterium_subtile,0.04054054054054054,CRC
Bifidobacterium_thermophilum,0.13513513513513514,CRC
Bifidobacterium_tsurumiense,0.013513513513513514,CRC
Bilophila_wadsworthia,0.8918918918918919,CRC
Bittarella_massiliensis,0.8918918918918919,CRC
Blautia_coccoides,0.6486486486486487,CRC
Blautia_hansenii,1.0,CRC
Blautia_hydrogenotrophica,0.9864864864864865,CRC
Blautia_obeum,1.0,CRC
Blautia_producta,0.9594594594594594,CRC
Blautia_schinkii,0.9459459459459459,CRC
Blautia_sp_N6H1-15,1.0,CRC
Blautia_sp_YL58,0.7027027027027027,CRC
Brachyspira_alvinipulli,0.0945945945945946,CRC
Brachyspira_hampsonii,0.10810810810810811,CRC
Brachyspira_hyodysenteriae,0.05405405405405406,CRC
Brachyspira_intermedia,0.0945945945945946,CRC
Brachyspira_murdochii,0.0945945945945946,CRC
Brachyspira_pilosicoli,0.17567567567567569,CRC
Bulleidia_extructa,0.40540540540540543,CRC
Burkholderiales_bacterium_YL45,0.12162162162162163,CRC
Butyricicoccus_pullicaecorum,1.0,CRC
Butyricimonas_faecalis,1.0,CRC
Butyricimonas_synergistica,0.7297297297297297,CRC
Butyrivibrio_crossotus,1.0,CRC
Butyrivibrio_fibrisolvens,0.02702702702702703,CRC
Butyrivibrio_hungatei,0.05405405405405406,CRC
Butyrivibrio_proteoclasticus,0.04054054054054054,CRC
Caecibacter_massiliensis,0.16216216216216217,CRC
Caldicoprobacter_oshimai,0.013513513513513514,CRC
Campylobacter_coli,0.05405405405405406,CRC
Campylobacter_concisus,0.24324324324324326,CRC
Campylobacter_curvus,0.02702702702702703,CRC
Campylobacter_gracilis,0.17567567567567569,CRC
Campylobacter_hominis,0.08108108108108109,CRC
Campylobacter_jejuni,0.14864864864864866,CRC
Campylobacter_lari,0.013513513513513514,CRC
Campylobacter_showae,0.20270270270270271,CRC
Campylobacter_ureolyticus,0.05405405405405406,CRC
Candidatus_Fokinia_solitaria,0.013513513513513514,CRC
Candidatus_Izimaplasma_sp_HR1,0.013513513513513514,CRC
Candidatus_Puniceispirillum_marinum,0.02702702702702703,CRC
Candidatus_Saccharibacteria_oral_taxon_TM7x,0.7702702702702703,CRC
Capnocytophaga_cynodegmi,0.013513513513513514,CRC
Capnocytophaga_gingivalis,0.013513513513513514,CRC
Capnocytophaga_sp_oral_taxon_864,0.013513513513513514,CRC
Carnobacterium_gallinarum,0.013513513513513514,CRC
Catabacter_hongkongensis,0.5405405405405406,CRC
Catenibacterium_mitsuokai,0.7162162162162162,CRC
Catonella_morbi,0.4864864864864865,CRC
Caviibacter_abscessus,0.17567567567567569,CRC
Cedecea_lapagei,0.013513513513513514,CRC
Cedecea_neteri,0.013513513513513514,CRC
Cellulomonas_carbonis,0.7297297297297297,CRC
Cellulosilyticum_lentocellum,0.013513513513513514,CRC
Cellulosilyticum_ruminicola,0.02702702702702703,CRC
Cellulosilyticum_sp_WCF-2,0.013513513513513514,CRC
Centipeda_periodontii,0.06756756756756757,CRC
Cetobacterium_somerae,0.02702702702702703,CRC
Christensenella_massiliensis,0.8108108108108109,CRC
Christensenella_minuta,0.972972972972973,CRC
Christensenella_sp_Marseille-P3954,0.7297297297297297,CRC
Christensenella_timonensis,0.25675675675675674,CRC
Chryseobacterium_gallinarum,0.0945945945945946,CRC
Citrobacter_amalonaticus,0.05405405405405406,CRC
Citrobacter_braakii,0.04054054054054054,CRC
Citrobacter_farmeri,0.08108108108108109,CRC
Citrobacter_freundii,0.17567567567567569,CRC
Citrobacter_freundii_complex_sp_CFNIH2,0.05405405405405406,CRC
Citrobacter_freundii_complex_sp_CFNIH3,0.12162162162162163,CRC
Citrobacter_freundii_complex_sp_CFNIH4,0.13513513513513514,CRC
Citrobacter_freundii_complex_sp_CFNIH9,0.0945945945945946,CRC
Citrobacter_koseri,0.14864864864864866,CRC
Citrobacter_pasteurii,0.04054054054054054,CRC
Citrobacter_portucalensis,0.06756756756756757,CRC
Citrobacter_rodentium,0.02702702702702703,CRC
Citrobacter_sp_86,0.04054054054054054,CRC
Citrobacter_sp_92,0.04054054054054054,CRC
Citrobacter_sp_CFNIH10,0.10810810810810811,CRC
Citrobacter_sp_CRE-46,0.0945945945945946,CRC
Citrobacter_sp_FDAARGOS_156,0.05405405405405406,CRC
Citrobacter_werkmanii,0.013513513513513514,CRC
Citrobacter_youngae,0.10810810810810811,CRC
Cloacibacillus_evryensis,0.2972972972972973,CRC
Cloacibacillus_porcorum,0.22972972972972974,CRC
Clostridiales_bacterium,0.33783783783783783,CRC
Clostridiales_bacterium_CCNA10,1.0,CRC
Clostridioides_difficile,0.972972972972973,CRC
Clostridium_aminophilum,0.6351351351351351,CRC
Clostridium_asparagiforme,0.9864864864864865,CRC
Clostridium_baratii,0.02702702702702703,CRC
Clostridium_bolteae,1.0,CRC
Clostridium_bornimense,0.013513513513513514,CRC
Clostridium_butyricum,0.04054054054054054,CRC
Clostridium_cadaveris,0.013513513513513514,CRC
Clostridium_celatum,0.4189189189189189,CRC
Clostridium_cellulosi,0.02702702702702703,CRC
Clostridium_chauvoei,0.04054054054054054,CRC
Clostridium_citroniae,1.0,CRC
Clostridium_cocleatum,0.06756756756756757,CRC
Clostridium_cylindrosporum,0.013513513513513514,CRC
Clostridium_dakarense,0.1891891891891892,CRC
Clostridium_disporicum,0.36486486486486486,CRC
Clostridium_glycyrrhizinilyticum,1.0,CRC
Clostridium_hiranonis,0.08108108108108109,CRC
Clostridium_hylemonae,0.21621621621621623,CRC
Clostridium_innocuum,1.0,CRC
Clostridium_isatidis,0.02702702702702703,CRC
